# Weather station Alexandroupoli (airport), Greece, WMO_ID=16627,selection from 01.01.2024 till 12.04.2026, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=16627&lang=en
#
"Local time in Alexandroupoli (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.05.2024 15:00";"27.4";"760.7";"761.1";"-1.1";"29";"Wind blowing from the east-northeast";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"7.9";"No precipitation";"6";"";"";"";"";
"21.05.2024 12:00";"23.4";"761.8";"762.2";"0.1";"35";"Wind blowing from the east";"6";"";"9";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"7.0";"";"";"";"";"";"";
"21.05.2024 09:00";"19.6";"761.7";"762.1";"0.6";"52";"Wind blowing from the north-east";"5";"";"8";"20–30%.";" ";"";"";"14.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"9.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"21.05.2024 06:00";"14.2";"761.1";"761.5";"0.2";"80";"Wind blowing from the east";"5";"";"8";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"10.8";"";"";"";"";"";"";
"21.05.2024 03:00";"16.8";"760.9";"761.3";"0.0";"70";"Wind blowing from the east-northeast";"5";"";"7";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"11.3";"No precipitation";"6";"";"";"";"";
"21.05.2024 00:00";"18.2";"760.9";"761.3";"1.2";"71";"Wind blowing from the east-northeast";"3";"";"6";"no clouds";" ";"";"";"";"";"";"";"";"";"";"15.0";"12.9";"";"";"";"";"";"";
"20.05.2024 21:00";"22.4";"759.7";"760.1";"0.5";"60";"Wind blowing from the east";"2";"";"9";"40%.";" ";"";"";"";"27.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"14.3";"No precipitation";"12";"";"";"";"";
"20.05.2024 18:00";"26.6";"759.2";"759.6";"-0.7";"41";"Wind blowing from the east";"6";"";"11";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"15.0";"12.2";"";"";"";"";"";"";
"20.05.2024 15:00";"26.6";"759.9";"760.3";"-0.4";"42";"Wind blowing from the east";"7";"";"12";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"12.6";"No precipitation";"6";"";"";"";"";
"20.05.2024 12:00";"22.6";"760.3";"760.7";"-0.3";"59";"Wind blowing from the east-northeast";"7";"";"10";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"14.1";"";"";"";"";"";"";
"20.05.2024 09:00";"18.0";"760.6";"761.0";"1.4";"81";"Wind blowing from the east-northeast";"4";"";"7";"70 – 80%.";" ";"";"";"13.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"14.6";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"20.05.2024 06:00";"13.8";"759.2";"759.6";"0.2";"84";"Wind blowing from the east-northeast";"5";"";"7";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"11.2";"";"";"";"";"";"";
"20.05.2024 03:00";"15.4";"759.0";"759.4";"-1.0";"81";"Wind blowing from the east-northeast";"6";"";"8";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"12.1";"No precipitation";"6";"";"";"";"";
"20.05.2024 00:00";"17.2";"760.0";"760.4";"0.8";"78";"Wind blowing from the east-northeast";"4";"";"10";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"13.3";"";"";"";"";"";"";
"19.05.2024 21:00";"20.0";"759.2";"759.6";"0.1";"73";"Wind blowing from the north-east";"8";"";"12";"60%.";" ";"";"";"";"23.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.9";"No precipitation";"12";"";"";"";"";
"19.05.2024 18:00";"23.0";"759.1";"759.5";"-0.2";"65";"Wind blowing from the north-east";"8";"";"12";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.1";"";"";"";"";"";"";
"19.05.2024 15:00";"23.6";"759.3";"759.7";"-0.6";"63";"Wind blowing from the north-east";"8";"";"12";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.1";"No precipitation";"6";"";"";"";"";
"19.05.2024 12:00";"23.4";"759.9";"760.3";"0.7";"64";"Wind blowing from the east-northeast";"4";"";"8";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.2";"";"";"";"";"";"";
"19.05.2024 09:00";"19.0";"759.2";"759.6";"-0.2";"87";"Wind blowing from the north-east";"5";"";"8";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"16.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"10.0";"16.7";"0.1";"12";"Surface of ground moist.";"";"";"";
"19.05.2024 06:00";"18.0";"759.4";"759.8";"-0.7";"77";"Wind blowing from the east-northeast";"2";"";"4";"100%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"15.0";"13.8";"";"";"";"";"";"";
"19.05.2024 03:00";"17.0";"760.1";"760.5";"-0.7";"80";"Wind blowing from the north-east";"2";"";"3";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"15.0";"13.5";"No precipitation";"6";"";"";"";"";
"19.05.2024 00:00";"16.8";"760.8";"761.2";"0.5";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"11.7";"";"";"";"";"";"";
"18.05.2024 21:00";"21.2";"760.3";"760.7";"-0.3";"65";"Wind blowing from the west-southwest";"2";"";"4";"40%.";" ";"";"";"";"25.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"14.4";"No precipitation";"12";"";"";"";"";
"18.05.2024 18:00";"24.4";"760.6";"761.0";"-1.5";"47";"Wind blowing from the west-southwest";"3";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"12.3";"";"";"";"";"";"";
"18.05.2024 15:00";"23.4";"762.1";"762.5";"-0.6";"60";"Wind blowing from the west-southwest";"5";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"15.0";"15.1";"No precipitation";"6";"";"";"";"";
"18.05.2024 12:00";"23.0";"762.7";"763.1";"-0.1";"51";"Wind blowing from the east";"3";"";"6";"no clouds";" ";"";"";"";"";"";"";"";"";"";"15.0";"12.2";"";"";"";"";"";"";
"18.05.2024 09:00";"17.0";"762.8";"763.2";"0.6";"70";"Wind blowing from the east";"3";"";"5";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"15.0";"11.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"18.05.2024 06:00";"10.2";"762.2";"762.6";"0.0";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.6";"";"";"";"";"";"";
"18.05.2024 03:00";"12.2";"762.2";"762.6";"-0.2";"86";"Wind blowing from the east";"2";"";"4";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.9";"No precipitation";"6";"";"";"";"";
"18.05.2024 00:00";"15.0";"762.4";"762.8";"0.7";"81";"Wind blowing from the north-east";"3";"";"4";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.7";"";"";"";"";"";"";
"17.05.2024 21:00";"18.0";"761.7";"762.1";"0.8";"81";"Wind blowing from the north-west";"1";"";"4";"60%.";" ";"";"";"";"26.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"14.6";"No precipitation";"12";"";"";"";"";
"17.05.2024 18:00";"22.0";"760.9";"761.3";"-1.0";"66";"Wind blowing from the south-southwest";"3";"";"6";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.3";"";"";"";"";"";"";
"17.05.2024 15:00";"25.6";"761.9";"762.3";"-1.0";"48";"Wind blowing from the east-northeast";"2";"";"5";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"13.8";"No precipitation";"6";"";"";"";"";
"17.05.2024 12:00";"21.2";"762.9";"763.3";"-0.9";"53";"Wind blowing from the east-northeast";"2";"";"6";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"11.1";"";"";"";"";"";"";
"17.05.2024 09:00";"14.6";"763.8";"764.2";"0.9";"74";"Wind blowing from the east-northeast";"3";"";"5";"90  or more, but not 100%";" ";"";"";"10.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"10.0";"No precipitation";"12";"Surface of ground moist.";"";"";"";
"17.05.2024 06:00";"10.0";"762.9";"763.3";"-1.0";"90";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.4";"";"";"";"";"";"";
"17.05.2024 03:00";"11.2";"763.9";"764.3";"-0.9";"90";"Wind blowing from the east-northeast";"2";"";"3";"60%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"9.6";"Trace of precipitation";"6";"";"";"";"";
"17.05.2024 00:00";"12.6";"764.8";"765.2";"0.5";"91";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"11.1";"";"";"";"";"";"";
"16.05.2024 21:00";"14.4";"764.3";"764.7";"-0.2";"91";"Wind blowing from the north-northeast";"2";"";"4";"90  or more, but not 100%";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"19.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.0";"2.0";"12";"";"";"";"";
"16.05.2024 18:00";"16.6";"764.5";"764.9";"-1.4";"84";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.8";"";"";"";"";"";"";
"16.05.2024 15:00";"19.0";"765.9";"766.3";"-0.4";"50";"Wind blowing from the north-northeast";"4";"";"7";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.2";"No precipitation";"6";"";"";"";"";
"16.05.2024 12:00";"18.0";"766.3";"766.7";"0.4";"55";"Wind blowing from the east-northeast";"5";"";"7";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.8";"";"";"";"";"";"";
"16.05.2024 09:00";"14.6";"765.9";"766.3";"1.5";"68";"Wind blowing from the north-east";"5";"";"7";"70 – 80%.";" ";"";"";"13.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.7";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"16.05.2024 06:00";"13.6";"764.4";"764.8";"0.1";"71";"Wind blowing from the north-northeast";"4";"";"7";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.4";"";"";"";"";"";"";
"16.05.2024 03:00";"14.0";"764.3";"764.7";"0.1";"67";"Wind blowing from the north-east";"3";"";"7";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.0";"No precipitation";"6";"";"";"";"";
"16.05.2024 00:00";"15.4";"764.2";"764.6";"0.9";"65";"Wind blowing from the north-east";"5";"";"8";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.8";"";"";"";"";"";"";
"15.05.2024 21:00";"17.4";"763.3";"763.7";"0.0";"63";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"20.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.3";"No precipitation";"12";"";"";"";"";
"15.05.2024 18:00";"19.4";"763.3";"763.7";"-0.3";"52";"Wind blowing from the west-southwest";"3";"";"7";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.3";"";"";"";"";"";"";
"15.05.2024 15:00";"20.2";"763.6";"764.0";"0.0";"39";"Wind blowing from the south-southwest";"4";"";"7";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"5.8";"No precipitation";"6";"";"";"";"";
"15.05.2024 12:00";"18.0";"763.6";"764.0";"1.2";"54";"Wind blowing from the east";"3";"";"6";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.4";"";"";"";"";"";"";
"15.05.2024 09:00";"14.6";"762.4";"762.8";"0.6";"76";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"12.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.4";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"15.05.2024 06:00";"12.0";"761.8";"762.2";"-0.4";"83";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"9.2";"";"";"";"";"";"";
"15.05.2024 03:00";"12.0";"762.2";"762.6";"-0.2";"81";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.8";"No precipitation";"6";"";"";"";"";
"15.05.2024 00:00";"13.0";"762.4";"762.8";"0.8";"73";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"15.0";"8.2";"";"";"";"";"";"";
"14.05.2024 21:00";"14.6";"761.6";"762.0";"0.1";"62";"Wind blowing from the west";"2";"";"6";"50%.";" ";"";"";"";"19.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"20.0";"7.4";"No precipitation";"12";"";"";"";"";
"14.05.2024 18:00";"19.0";"761.5";"761.9";"-0.7";"48";"Wind blowing from the south-west";"4";"";"8";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"7.8";"";"";"";"";"";"";
"14.05.2024 15:00";"18.8";"762.2";"762.6";"-0.8";"43";"Wind blowing from the south-west";"4";"";"7";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"5.9";"No precipitation";"6";"";"";"";"";
"14.05.2024 12:00";"17.6";"763.0";"763.4";"-0.2";"48";"Wind blowing from the north-east";"3";"";"5";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"6.3";"";"";"";"";"";"";
"14.05.2024 09:00";"14.2";"763.2";"763.6";"0.1";"66";"Wind blowing from the east";"2";"";"4";"50%.";" ";"";"";"7.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"7.8";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
